Id,Label,patent_title,link,data,assignee,abstract
,"7,901,764","Multi-layered polylactic acid resin foamed body and multi-layered
     polylactic acid resin foamed molded article",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=401&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=9&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"March 8, 2011","JSP Corporation
 (JP)","An object of the present invention is to provide a multi-layered
     polylactic acid resin foamed body of a crystalline polylactic acid resin
     which has good appearance and excellent mechanical strength such as
     bending strength and compressive strength and which is capable of being
     imparted with excellent heat resistance, and to provide a multi-layered
     polylactic acid resin foamed molded article having excellent appearance,
     heat resistance and mechanical strengh. The multi-layered polylactic acid
     resien foamed body of the present invention is a laminate having a
     polylactic acid resin foamed layer and a thermoplastic resin layer
     provided at least one side of the foamed layer, wherein the foamed layer
     has a cell shape satisfying specific conditions, wherein the difference
     (.DELTA.H.sub.endo:2.degree. C./min-.DELTA.H.sub.exo:2.degree. C./min)
     between an endothermic calorific value (.DELTA.H.sub.endo:2.degree.
     C./min) and an exothermic calorific value (.DELTA.H.sub.exo:2.degree.
     C./min) of the foamed layer as measured by heat flux differential
     scanning calorimetry at a heating rate of 2.degree. C./min is less than
     40 J/g, and wherein the endothermic calorific value
     (.DELTA.H.sub.endo:2.degree. C./min) is at least 10 J/g and the
     exothermic calorific value (.DELTA.H.sub.exo:2.degree. C./min) is at
     least 3 J/g."
,"7,902,281",Thermoplastic resin composition and molded article thereof,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=400&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"March 8, 2011","Mitsui Chemicals, Inc.
 (Minato-Ku, Tokyo, 
JP)","An object of the present invention is to provide a resin composition
     which is increased in heat resistance (high crystallinity) and
     transparency without impairing rigidity which a thermoplastic resin
     inherently has and a molded article containing the resin composition. A
     thermoplastic resin composition relating to the present invention
     includes a thermoplastic resin (A) and a crystal nucleating agent (B)
     composed of tris(amino acid ester)amides of trimesic acid. The crystal
     nucleating agent (B) is preferably tris(valine ester)amides of trimesic
     acid or tris(leucine ester)amides of trimesic acid, and the thermoplastic
     resin (A) is preferably a lactic acid resin and more preferably a
     polylactic acid."
,"7,902,304",Functional filler and resin composition containing same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=399&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"March 8, 2011","Dai-Ichi Kogyo Seiyaku Co., Ltd.
 (Kyoto, 
JP)","The present invention provides a functional filler which is excellent in
     dispersibility or interaction with polylactic acid as a matrix polymer
     and can improve heat resistance, moldability and mechanical strength of
     the polylactic acid; and a resin composition containing the functional
     filler. The functional filler of the present invention is characterized
     in including a raw material filler and polylactic acid, wherein a surface
     or end the raw material filler is modified by the polylactic acid."
,"7,906,569","Method for production of molded article of plant-derived composite
     material, molded article of plant-derived composite material, method for
     production of plant-derived composite material, and plant-derived
     composite material",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=398&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"March 15, 2011","Toyota Boshoku Kabushiki Kaisha
 (Aichi-Ken, 
JP)","The present invention provides a method for production of a molded
     article comprising a plant-derived composite material in which a
     plant-derived material is evenly dispersed and a plant-derived composite
     material molded article prepared therewith, and a method for production
     of a plant-derived composite material in which a plant-derived material
     is evenly dispersed and a plant-derived composite material prepared
     therewith. The present method for production of a molded article is a
     method for producing a molded article composed of a plant-derived
     composite material comprising a plant-derived material (e.g., a kenaf
     core) and a thermoplastic resin (e.g., polypropylene, polylactic acid),
     and comprises a process in which the plant-derived material is pressed to
     obtain raw-material pellets, a process in which the raw-material pellets
     and the thermoplastic resin are kneaded to obtain a plant-derived
     composite material, and a process in which the plant-derived composite
     material is molded into a molded article composed of the plant-derived
     composite material. The present molded article is obtained by the method."
,"7,910,643","Polylactic acid resin composition, moldings, and process for production
     thereof",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=397&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"March 22, 2011","Adeka Corporation
 (Tokyo, 
JP)","A polylactic acid resin composition in which polylactic acid is blended
     with dibasic acid bis(benzoylhydrazide) represented by general formula
     (I) below; and a process for producing heat-resistant polylactic acid
     resin moldings, wherein after the polylactic acid resin composition is
     melted, the polylactic acid resin composition melted is filled in a die
     of a molding machine and molded accompanied with crystallization, in
     which the temperature of the die has been set in a range not higher than
     the initiation temperature of crystallization and not lower than the
     glass transition temperature determined with a differential scanning
     calorimeter (DSC).  ##STR00001##  (In the formula, R represents a
     alkylene, alkenylene, cycloalkylene, alkylene having an ether bond, or
     alkylene interrupted with a cycloalkylene, the groups each having 1 to 12
     carbon atoms; and R.sup.1, R.sup.2, R.sup.3, and R.sup.4 each represent a
     hydrogen atom, halogen atom, alkyl, cycloalkyl, aryl, aralkyl, or
     alkylaryl, the groups each having 1 to 12 carbon atoms, or R.sup.1 and
     R.sup.2 and/or R.sup.3 and R.sup.4 bond to each other to form a five- to
     eight-membered ring.)"
,"7,910,657","Process for the manufacture of polybutylene terephthalate copolymers from
     polyethylene terephthalate, and compositions and articles thereof",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=396&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"March 22, 2011","Sabic Innovative Plastics IP B.V.
 (NL)","A process comprises depolymerizing, with 1,4-butane diol, a first polymer
     comprising a polyethylene terephthalate component in the presence of at
     least one second polymer selected from the group consisting of polyvinyl
     chlorides, polyvinylidene chlorides, polyamides, polylactic acid, and
     combinations thereof to produce a molten mixture; and polymerizing the
     molten mixture under conditions sufficient to form a modified
     polybutylene terephthalate copolymer. The modified PBT comprises (a) at
     least one polyethylene terephthalate component residue, and (b) a member
     selected from the group consisting of (i) the at least one second polymer
     selected from the group consisting of polyvinyl chlorides, polyvinylidene
     chlorides, polyamides, polylactic acid, and combinations thereof; (ii)
     the at least one residue derived from the second polymer; and (iii)
     combinations thereof."
,"8,138,244","Reinforced polyester compositions, method of manufacture, and articles
     thereof",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=3&f=G&l=50&d=PALL&S1=7910657.UREF.&OS=ref/7910657&RS=REF/7910657,"March 20, 2012",,
,"8,940,401",Clear coatings acrylic coatings,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=2&f=G&l=50&d=PALL&S1=7910657.UREF.&OS=ref/7910657&RS=REF/7910657,"January 27, 2015",,
,"9,458,354",Polyurethane dispersions and methods of making and using same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=7910657.UREF.&OS=ref/7910657&RS=REF/7910657,"October 4, 2016",,
,"7,914,579",Tissue engineered tendons and ligaments,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=395&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"March 29, 2011","Children's Medical Center Corporation
 (Boston, 
MA)


Massachusetts Institute of Technology
 (Cambridge, 
MA)","Connective tissue, including neo-tendons and ligaments, has been
     constructed using biodegradable synthetic scaffolds seeded with
     tenocytes. The scaffolds are preferably formed from biodegradable fibers
     formed of a polymer such as polyglycolic acid-polylactic acid copolymers,
     and seeded with cells isolated from autologous tendon or ligament by
     means of enzymatic digestion or direct seeding into tissue culture dishes
     from explants. The cell polymer constructs are then surgically
     transplanted to replace missing segments of functioning tendon or
     ligament."
,"7,947,754",Foam,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=394&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"May 24, 2011","Asahi Kasei Chemicals Corporation
 (Tokyo, 
JP)","The present invention provides a foam comprising (a) a polylactic acid
     resin, (b) at least one thermoplastic resin selected from a polyolefin
     resin and a polystyrene resin, and (c) a block copolymer of a vinyl
     aromatic compound and a conjugated diene, wherein a ratio of (a) to (b)
     by weight (a/b) is 80/20 to 20/80, and the foam comprises 0.5 to 20 parts
     by weight of (c) with respect to 100 parts by weight of (a) and (b) in
     total."
,"7,951,438",Biaxially oriented polylactic acid film with high barrier,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=393&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"May 31, 2011","Toray Plastics (America), Inc.
 (N. Kingstown, 
RI)","A metallized laminate film exhibiting improved moisture barrier property
     as well as maintaining a high bio-polymer content and degradability
     property is disclosed. The laminate film includes a first core layer of
     polylactic acid polymer and a second skin layer comprising a polyolefin
     metal receiving layer. The metal receiving layer or the core layer, or
     both, may be blended with an amount of polar-modified tie-resin to
     improve bonding. Alternatively, a discrete tie-resin layer may be
     interposed between the polyolefin metal receiving layer and the
     crystalline polylactic acid polymer core layer. The polyolefin metal
     receiving layer may be discharge-treated on the side opposite the core
     layer and metallized."
,"7,972,669","Biodegradable resin foam sheet, biodegradable resin foam article and
     biodegradable resin molded container",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=392&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"July 5, 2011","Unitika Ltd.
 (Hyogo, 
JP)","Disclosed is a foam sheet made of a biodegradable resin composition. The
     biodegradable resin composition contains a wax and/or a polyolefin resin.
     The biodegradable resin is mainly composed of polylactic acid. Natural
     candelilla wax or paraffin wax is preferable as the wax. Polyethylene is
     preferable as the polyolefin resin. Also disclosed are a foam article and
     a molded container made of such a foam sheet wherein the degree of
     crystallinity of the biodegradable resin is 10% or more."
,"7,981,957",Biodegradable gas barrier container and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=391&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"July 19, 2011","Unitika Ltd.
 (Hyogo, 
JP)


Shiseido Company, Ltd.
 (Tokyo, 
JP)","A biodegradable gas barrier vessel comprising 100 parts of mass of a
     biodegradable polyester resin having a polylactic acid content of not
     less than 50% by mass and 0.1 to 10 parts by mass of a phyllosilicate.
     The degree of crystallization as measured by X-ray diffractometry is not
     less than 15%, and the coefficient of oxygen permeation as measured under
     conditions of 20.degree. C. and relative humidity 90% is not more than 50
     mlmm/m.sup.2dayMPa. Since the biodegradable polyester resin reinforced
     with the phyllosilicate has excellent heat resistance, the molded product
     can be heat treated at an elevated temperature. Such enhanced heat
     treatment conditions can further enhance the degree of crystallization of
     the polyester resin and thus can contribute to significantly improved gas
     barrier properties."
,"7,988,905",Process for producing woody molding,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=390&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"August 2, 2011","Toyota Boshoku Kabushiki Kaisha
 (Aichi, 
JP)


Toyota Jidosha Kabushiki Kaisha
 (Aichi, 
JP)","The invention provides a method for manufacturing a molded woody article,
     which includes compression molding a base material containing wood
     fibers, polylactic acid fibers and an inorganic filler at a temperature
     not less than a melting point of the polylactic acid fibers, and
     maintaining the molded base material at a temperature close to a
     crystallization temperature of the polylactic acid fibers for a desired
     period of time, thereby crystallizing the polylactic acid fibers. In the
     molding step, the base material is entirely deformed and molded into a
     desired shape while the polylactic acid fibers are melted, and in the
     crystallizing step, the polylactic acid fibers are solidified, thereby
     producing the molded article. In the crystallizing step, polylactic acid
     crystallizes rapidly and reliably utilizing the inorganic filler as a
     crystal nucleating agent."
,"7,989,061","Polylactic acid resin, textile products obtained therefrom, and processes
     for producing textile products",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=389&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"August 2, 2011","Toray Industries, Inc.
 (JP)","A polylactic acid monofilament includes a linear polylactic acid with a
     relative viscosity .eta.rel of in the range of 2.7 to 4.5, prepared from
     lactic acid monomers wherein at least 95 mol % of the lactic acid is an
     L-isomer, and wherein the resin contains 0 to 30 ppm of Sn and 0 to 0.5%
     by weight of residual monomer."
,"7,989,559",Plant resin composition and plant resin molded product,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=388&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"August 2, 2011","Fujitsu Limited
 (Kawasaki, 
JP)","The present invention provides a plant resin composition containing a
     polylactic acid, a thermoplastic resin, and a compatibilizer, in which
     the compatibilizer is a polymeric material formed from an alkyl
     methacrylate monomer and has a weight-average molecular weight of not
     less than 950,000 and not more than 4,100,000. The alkyl methacrylate
     monomer preferably is at least one selected from methyl methacrylate,
     ethyl methacrylate, propyl methacrylate, and butyl methacrylate. By
     forming a plant resin molded product with this plant resin composition,
     the impact resistance and the heat resistance of the plant resin molded
     product can be enhanced."
,"7,993,745",Polylactic acid stretched film,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=387&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"August 9, 2011","Tohcello Co., Ltd.
 (Tokyo, 
JP)","The object of the present invention is to provide a polylactic acid
     stretched film having biodegradability and excelling in transparency and
     heat resistance. The main feature is characterized in that a polylactic
     acid stretched film is composed of a polylactic acid composition
     containing poly-L-lactic acid and poly-D-lactic acid in which a peak
     ratio (peak 1/peak 2) of a peak height (peak 1) of a maximum endothermic
     peak of endothermic peaks within a range of 150 to 200.degree. C. to a
     peak height (peak 2) of a maximum endothermic peak of endothermic peaks
     within a range of 205 to 240.degree. C. in DSC measurements is equal to
     or less than 0.2."
,"7,998,545",Polylactic acid shrink films and methods of casting same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=386&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"August 16, 2011","Plastic Suppliers, Inc.
 (Columbus, 
OH)","A heat-shrinkable polylactic acid (PLA) film and a method of its
     manufacture are provided. In an exemplary embodiment, the PLA films
     exhibit heat-induced shrinkage in the transverse direction with little to
     no concomitant shrinkage in the machine direction. The films may comprise
     any grade of PLA polymer, optionally including additives, such as
     antiblock, slip, plasticizers, viscosity enhancers and combinations
     thereof. A method of cast and tenner manufacture is disclosed, which
     includes a temperature conditioning step."
,"8,003,721",Aliphatic polyester composition and method for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=385&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"August 23, 2011","Kureha Corporation
 (Tokyo, 
JP)","Polyglycolic acid and polylactic acid having a weight-average molecular
     weight of at most 50,000 are melt-kneaded in the presence of a thermal
     stabilizer to obtain a polyglycolic acid-based aliphatic polyester
     composition. The aliphatic polyester composition alleviates the too fast
     crystallizability of polyglycolic acid which has been problematic in
     forming or molding of polyglycolic acid alone or in combination with
     another thermoplastic resin, thus showing a crystallization speed which
     has been lowered and can be controlled in a wide range."
,"8,016,980",Paper products,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=384&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"September 13, 2011","Dixie Consumer Products LLC
 (Atlanta, 
GA)","A paper product includes a paperboard comprising a substrate layer, a
     filler layer, and a cap layer, wherein the filler layer is disposed
     between the substrate layer and the cap layer, wherein the filler layer
     includes a filler material, wherein the cap layer includes a polylactic
     acid based resin, and wherein the cap layer is substantially free of
     filler material."
,"8,021,652","Biodegradable branched polylactide derivatives capable of forming
     polymeric micelles, and their preparation method and use",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=383&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=8&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"September 20, 2011","Samyang Corporation
 (Seoul, 
KR)","The present invention relates to a biodegradable branched polylactic acid
     derivative of formula 1, and preparation method and use thereof:
     <formula 1> 1-(R--X).sub.n wherein each of X, R, I and n is defined
     as in the detailed description."
